"","dem.BirthRate","dem.AdolescentFertRate.var","dem.MortalityUnder5","hs.GovHealthExpend","hs.BasicSanitation","eco.AgeDependancyRate","dem.DeathRate.var","dem.LifeExpectancy","sci.EduExpense","eco.CO2Emissions","dem.MortalityUnder5.var","dem.PopGrowth","hs.DrinkingWater","dem.BirthRate.var","clust_names"
"Trinidad and Tobago - 2008",15.289,-0.264466667,24.96666667,320.6975403,91.83138398,40.46579526,0.023,71.20866667,2.87,33.76181045,-0.633333333,0.458104438,94.97220551,0.043,1
"Trinidad and Tobago - 2012",15.041,-0.6566,22.2,442.3373718,92.87501494,41.33141293,0.047,72.166,2.87,34.99603866,-0.7,0.597397011,96.76369056,-0.165,1
"Trinidad and Tobago - 2016",13.998,-0.943,19.7,556.3354289,93.39890595,43.56742419,0.081,72.93633333,2.87,33.18698916,-0.6,0.582504591,98.18496206,-0.327,1
"Tunisia - 2004",16.54366667,0.0682,24.6,76.53343964,79.68457531,51.97079361,0.068,73.838,5.746666667,2.158220803,-1.5,0.768342205,89.19391382,-0.128333333,1
"Tunisia - 2008",16.97566667,0.122666667,20.2,110.35864,83.36059918,46.69987649,0.072666667,74.55633333,5.995,2.325793374,-0.8,0.999567908,90.79376598,0.311666667,1
"Tunisia - 2012",18.47266667,0.2316,18.03333333,148.664683,86.99329781,44.51752571,0.042333333,75.20766667,5.88,2.504236917,-0.366666667,1.00231376,93.23019792,0.323666667,1
"Tunisia - 2016",18.662,0.0502,17.2,155.7808787,90.29348748,45.97279567,-0.005666667,75.92366667,5.9,2.653438924,-0.1,1.051431688,95.72541057,-0.212,1
"Uganda - 2004",47.742,-3.2572,123.5666667,6.219483693,17.68882613,107.7675188,-0.764333333,49.42466667,3.489429583,0.063132601,-8.133333333,3.168844574,30.31050872,-0.298,1
"Uganda - 2008",46.29,-3.427866667,93.73333333,11.67690404,18.01766857,105.9468143,-0.630666667,53.885,3.2,0.097215565,-6.466666667,3.153675038,35.33872669,-0.438,1
"Uganda - 2012",43.98266667,-3.7692,72.36666667,8.530688286,18.26261617,103.2280459,-0.533,58.06766667,2.333333333,0.122195478,-4.633333333,3.183722109,40.66477852,-0.710333333,1
"Uganda - 2016",40.68133333,-2.6104,56.1,6.599097252,18.42279217,99.44821258,-0.352,61.34266667,2.005731101,0.137461403,-3.3,3.500351036,46.24214686,-0.882666667,1
"Ukraine - 2004",8.533333333,0.2264,15.93333333,37.402565,94.68138848,44.32709991,0.2,68.22390244,4.899407914,7.073086691,-0.766666667,-0.839862195,98.02629054,0.433333333,1
"Ukraine - 2008",10.33333333,-0.012933333,13.4,108.2895025,95.24710589,43.2314391,0.1,68.18373984,5.905263945,6.869282365,-0.5,-0.604809165,96.42375925,0.533333333,1
"Ukraine - 2012",11.06666667,-0.4916,11.2,125.6830902,95.80656412,42.88170065,-0.466666667,70.67292683,6.241057325,6.46496827,-0.5,-0.334613247,94.61987241,0.266666667,1
"Ukraine - 2016",10.6,-0.8484,9.5,68.0849851,96.21732905,44.84642709,0.066666667,71.28414634,5.164140565,4.629169979,-0.3,-0.357281085,93.65673165,-0.2,1
"United Kingdom - 2004",11.63333333,-0.249,6.2,1959.759806,99.12697445,52.40106402,-0.166666667,78.44552846,4.373380864,8.982180358,-0.1,0.485973769,100.0000016,0.333333333,3
"United Kingdom - 2008",12.6,-0.6246,5.766666667,2974.017822,99.12197689,51.30190704,0,79.43252033,4.766666667,8.651967212,-0.133333333,0.766915804,100.0000016,0.3,2
"United Kingdom - 2012",12.83333333,-1.3758,5,2902.568604,99.11718963,52.35041691,-0.066666667,80.75284553,5.303333333,7.424515056,-0.2,0.75358278,99.99999847,-0.066666667,2
"United Kingdom - 2016",11.9,-1.0218,4.466666667,3434.201497,99.1125604,55.07074419,0.233333333,81.13902439,5.569795957,6.164792177,-0.033333333,0.762235326,99.9999985,-0.1,2
"United States - 2008",14.2,-1.189733333,7.733333333,3334.57137,99.96811417,49.61117486,-0.033333333,77.90487805,4.670085292,18.92457607,-0.166666667,0.953724816,99.21912064,-0.1,2
"United States - 2012",12.76666667,-2.3288,7.2,3971.453695,99.96883293,49.88523694,0.061666667,78.64146341,4.797655984,16.85058067,-0.1,0.758377576,99.23804561,-0.233333333,2
"United States - 2016",12.36666667,-1.6154,6.8,4780.375,99.9696087,51.2162528,0.153,78.6902439,4.39510979,15.96954872,-0.1,0.724942762,99.25839134,-0.133333333,2
"Uruguay - 2004",15.59766667,-0.7188,15.66666667,199.5111338,93.92094068,60.02495833,-0.019333333,75.37466667,2.142188531,1.487288095,-0.533333333,-0.040088573,97.12446491,-0.255333333,1
"Uruguay - 2008",14.67566667,-0.5092,12.66666667,321.0600993,94.54741631,58.44447145,-0.008333333,76.24466667,3.081387822,2.091823754,-0.833333333,0.184308822,97.80525895,-0.180333333,1
"Uruguay - 2012",14.29533333,-0.09,10.3,739.0990194,95.40211363,56.3360345,0.025666667,76.87866667,4.23167625,2.259660705,-0.4,0.290282946,98.55863659,-0.036666667,1
"Uruguay - 2016",14.12766667,-0.3852,8.8,977.9333089,96.20433264,55.25636184,0.015333333,77.37033333,4.69997444,1.974547176,-0.4,0.339452932,99.17762805,-0.064333333,3
"Uzbekistan - 2004",20.61696957,-0.047,53.1,9.630273501,94.50205454,64.69821329,-0.16256965,67.872,9.3747642,4.974941772,-3,1.180425326,88.89714325,-0.454356419,1
"Uzbekistan - 2008",22.43861531,0.347533333,41.33333333,19.49068515,96.8381336,55.62884837,-0.114574605,68.936,9.3747642,4.517656479,-2.866666667,1.416339538,94.20396332,1.450219151,1
"Uzbekistan - 2012",21.73333333,1.1366,30.93333333,44.50633621,99.05836208,49.85657726,0,69.91233333,9.3747642,3.803860998,-2.366666667,2.326321726,96.46590623,-0.966666667,1
"Uzbekistan - 2016",23.2,3.55e-15,22.83333333,63.04055786,100,48.04572647,0,70.92333333,9.3747642,3.197363823,-1.766666667,1.723335999,97.52840704,-0.1,1
"Venezuela, RB - 2008",21.64333333,-0.431666667,17.5,310.2618306,93.23890316,56.55286793,0.060666667,73.00633333,3.968333333,6.277529878,-0.4,1.484029436,96.27026686,-0.284666667,1
"Venezuela, RB - 2012",20.46566667,-0.4158,17.2,348.5714518,93.93501902,54.61543779,0.126,73.09366667,6.54,6.388563707,0.1,1.546841713,96.05164465,-0.320333333,1
"Venezuela, RB - 2016",19.002,-0.4966,20.43333333,174.334109,93.93501902,53.49602099,0.211,72.58366667,6.54,5.792042586,2.433333333,0.069996406,95.83302243,-0.392,1
"Vietnam - 2004",16.76466667,0.5772,26.43333333,8.216133436,57.94948851,54.72324603,0.002,73.65566667,3.425482442,0.971867929,-0.866666667,0.944404496,82.77201273,-0.055333333,1
"Vietnam - 2008",17.01633333,0.7358,23.9,18.23787626,65.44522286,47.32266654,0.025333333,74.46466667,3.915086956,1.270036405,-0.4,0.945033367,86.17846548,0.113333333,1
"Vietnam - 2012",17.30966667,1.053,22.6,36.91718801,72.85059829,42.54027903,0.059,74.89966667,4.607477148,1.641047035,-0.3,1.021491504,89.45748377,0.027666667,1
"Vietnam - 2016",17.24133333,-1.0264,21.5,51.96487045,80.07606642,42.26194991,0.065333333,75.11266667,4.612267648,1.971401814,-0.3,1.043242817,93.15511166,-0.073666667,1
"Yemen, Rep. - 2004",37.54633333,-1.79,80.8,13.75315698,44.16947748,100.0943042,-0.341333333,62.35666667,3.6,0.910836249,-4.5,2.888068365,40.3403214,-0.564666667,1
"Yemen, Rep. - 2008",35.60433333,-1.788533333,64.6,16.50831286,49.32692413,89.98725058,-0.225,64.453,3.6,1.012068174,-3.7,2.834652942,48.22949691,-0.416666667,1
"Yemen, Rep. - 2012",34.081,-1.7856,55.4,15.86329937,54.05007777,81.50614528,-0.084666667,65.74566667,3.6,0.880593116,-0.6,2.777704834,55.85442331,-0.391,1
"Yemen, Rep. - 2016",32.18633333,-1.464,56.36666667,10.11981606,58.22698374,77.01592168,-0.002333333,66.07933333,3.6,0.614273869,1.166666667,2.576820005,62.62826036,-0.548666667,1
"Zambia - 2004",44.615,-2.1574,124.3,11.47872003,24.16075748,96.62036008,-0.756,46.35866667,2.412262609,0.184724576,-9.6,2.574239028,51.38816954,-0.32,1
"Zambia - 2008",42.80066667,-2.2558,93.83333333,12.17164898,24.86836607,97.67104159,-0.886333333,51.16566667,1.313232727,0.170498782,-5.166666667,2.679150208,53.97490189,-0.526333333,1
"Zambia - 2012",40.60533333,-2.4526,77.3,18.20896467,25.47392901,96.87102044,-0.720333333,57.09433333,2.498792724,0.22016726,-2.3,3.012574569,56.39973026,-0.588666667,1
"Zambia - 2016",37.96233333,-3.3168,68.26666667,27.3833135,25.97579344,93.20914168,-0.365666667,61.67733333,3.693118367,0.297340992,-1.533333333,3.063841593,58.68469519,-0.682666667,1
"Zimbabwe - 2012",36.42733333,-0.4496,80.93333333,22.52308337,40.34828019,81.25929266,-1.269,52.856,1.91,0.653696125,-6.666666667,1.529428049,67.00011899,-0.036666667,1
"Zimbabwe - 2016",33.941,-4.5416,61.96666667,41.17149353,37.57043285,83.18512319,-0.531666667,59.41266667,1.91,0.855379789,-2.433333333,1.656088005,64.99027613,-1.037,1
