"","dem.BirthRate","dem.AdolescentFertRate.var","dem.MortalityUnder5","hs.GovHealthExpend","hs.BasicSanitation","eco.AgeDependancyRate","dem.DeathRate.var","dem.LifeExpectancy","sci.EduExpense","eco.CO2Emissions","dem.MortalityUnder5.var","dem.PopGrowth","hs.DrinkingWater","dem.BirthRate.var","clust_names"
"Israel - 2016",21.33333333,-0.3872,3.9,1750.785889,99.99999949,64.19541291,0,82.20406504,5.339745123,7.726594539,-0.1,1.953727246,99.99999949,-0.166666667,3
"Italy - 2008",9.7,-0.084066667,4.2,2434.846273,98.76836041,51.8415482,0.166666667,81.40081301,4.14,7.863752594,-0.1,0.489320876,99.76259539,0.1,3
"Italy - 2012",9.233333333,-0.221,3.9,2503.467367,98.76931961,53.23007063,0.166666667,82.15447154,3.990421955,6.582115347,-0.1,0.249703584,99.57911512,-0.266666667,3
"Italy - 2016",8.033333333,-0.1308,3.5,2158.562215,98.77134503,55.42437299,0.4,82.95934959,3.821950589,5.270866786,-0.1,0.217081297,99.44225423,-0.266666667,3
"Jamaica - 2004",19.9,-1.9906,20.5,99.20306396,82.43742511,63.57102842,0.096333333,74.14266667,4.486666667,3.885469863,-0.4,0.62119868,93.47525601,-0.434,1
"Jamaica - 2008",18.56733333,-2.212,19.3,128.3787816,83.88591956,58.63400366,0.059333333,74.125,5.086666667,3.75251173,-0.3,0.505550166,92.35164324,-0.277666667,1
"Jamaica - 2012",17.48433333,-2.6548,17.63333333,148.2333832,85.41988696,53.27543402,0.056,74.017,6.323333333,2.62565633,-0.466666667,0.547431655,90.89835429,-0.257666667,1
"Jamaica - 2016",16.63566667,-1.5994,15.66666667,167.9507294,86.9447791,49.59782635,0.023666667,74.105,5.679249513,2.662073344,-0.533333333,0.549644566,90.46806791,-0.178333333,1
"Japan - 2004",9.064534855,-0.109,4,2120.937215,99.99831146,48.65760427,0.083619932,81.78455285,3.06549874,9.720671051,-0.1,0.160056798,98.4875,-0.235465145,3
"Japan - 2008",8.66,-0.115,3.5,2357.705811,99.97180511,52.20966136,0.25,82.47219512,2.938844509,9.63247638,-0.1,0.075569277,98.608125,0.01,3
"Japan - 2012",8.333333333,-0.127,3.133333333,3986.966309,99.9409661,57.43916445,0.3,82.84333333,3.124912175,9.36768634,-0.066666667,-0.108992207,98.76895833,-0.166666667,2
"Japan - 2016",7.933333333,-0.1398,2.766666667,3365.412923,99.91012708,63.89462654,0.2,83.78886179,2.858535506,9.192926873,-0.033333333,-0.118034464,98.92979167,-0.066666667,2
"Jordan - 2004",31.04633333,-0.7734,24.7,78.77302806,98.3670916,72.30831107,-0.036,72.25533333,4.082806374,3.279503654,-0.7,2.241519208,99.29036277,-0.201666667,1
"Jordan - 2008",29.99766667,-0.6842,22.03333333,138.0673777,98.08673458,70.63650512,-0.022666667,72.931,3.921489574,3.434708651,-0.666666667,4.284609115,99.19534982,-0.350333333,1
"Jordan - 2012",27.82533333,-0.5058,19.66666667,206.4683736,97.82175311,69.32923513,-0.012333333,73.577,3.760172773,2.921877611,-0.533333333,5.339746335,99.11125586,-0.738666667,1
"Jordan - 2016",24.29466667,-0.4414,17.6,169.7362366,97.52733372,65.89230002,0.009,74.077,3.598855973,2.811649517,-0.5,3.807637329,99.00475129,-0.919333333,1
"Kazakhstan - 2004",16.70333333,-0.2148,35.16666667,45.97135035,96.92181886,49.35385017,0.15,65.90731707,2.60081431,10.02191451,-2.133333333,0.345150201,86.31705193,1.413333333,1
"Kazakhstan - 2008",21.08333333,0.073933333,26.8,142.3417918,97.18908214,46.0152169,-0.193333333,66.56260163,2.813018471,13.93213153,-2.1,1.139962717,89.0982059,1.373333333,1
"Kazakhstan - 2012",22.58,0.6514,18.33333333,213.4440511,97.46447558,45.45944803,-0.213333333,68.96178862,3.039092763,15.11456736,-2.066666667,1.417818286,91.92246363,0.05,1
"Kazakhstan - 2016",22.77666667,-0.312,11.93333333,197.9391581,97.73778074,50.37471098,-0.156666667,71.97333333,2.985156303,14.02019059,-1.066666667,1.45206919,94.46274563,-0.323333333,1
"Kenya - 2004",39.12533333,-1.4216,85.5,7.097256978,32.85680389,87.56664694,-0.479666667,52.497,6.076666667,0.21493387,-4.4,2.714262523,49.48772425,-0.342666667,1
"Kenya - 2008",37.29933333,-1.677,68.16666667,12.74817053,31.69282382,84.56542152,-0.674,57.43866667,6.2,0.255231684,-4.133333333,2.764573638,52.30090914,-0.590666667,1
"Kenya - 2012",34.23666667,-2.1878,56.16666667,18.62093925,30.58859359,82.20264568,-0.378,61.823,5.045966551,0.294718913,-1.733333333,2.69300769,55.01205729,-0.891333333,1
"Kenya - 2016",30.71766667,-2.215,49.56666667,29.08192444,29.54801729,77.11236308,-0.22,64.77533333,4.973080493,0.343238215,-1.733333333,2.490840239,57.63635178,-0.804333333,1
"Kiribati - 2004",29.76533333,-1.2528,66.6,111.5257441,28.46482166,71.18667869,-0.113333333,63.98933333,6.1,0.494708815,-0.9,1.758295396,53.83729522,-0.181666667,1
"Kiribati - 2008",29.51166667,-1.242133333,66,129.6301117,34.76456157,66.04414235,-0.052333333,64.95766667,6.1,0.658603076,0.1,2.246260975,58.91691862,0.019666667,1
"Kiribati - 2012",29.576,-1.2208,63.2,135.1220449,40.23896022,65.58151787,-0.076,66.074,6.1,0.525962954,-1.3,1.749879167,63.99654202,-0.029,1
"Kiribati - 2016",28.95766667,-0.9914,57.36666667,117.674708,45.3517178,62.82631307,-0.100333333,67.28766667,6.1,0.561637707,-1.533333333,1.401811422,69.07616542,-0.272333333,1
"Korea, Rep. - 2004",10.06666667,-0.0382,6.4,358.4736735,100,38.32314128,-0.033333333,77.21544715,3.336666667,9.845944368,-0.4,0.497536722,98.55287394,-0.133333333,1
"Korea, Rep. - 2008",9.533333333,-0.041,4.833333333,668.8695882,100,37.66608981,0,79.10162602,3.81,10.08186519,-0.366666667,0.596583552,98.66512676,0.333333333,1
"Korea, Rep. - 2012",9.466666667,-0.0466,3.966666667,867.4545695,100,36.46231132,0.066666667,80.50162602,4.10247732,11.62403664,-0.133333333,0.597636835,99.11413806,0.066666667,3
"Korea, Rep. - 2016",8.366666667,-0.0774,3.5,1123.940226,100,36.40317658,0.1,82.00731707,4.624413089,11.79693761,-0.1,0.517430061,99.56314935,-0.233333333,3
"Kyrgyz Republic - 2004",20.86666667,-0.9208,43.1,8.697779814,93.17122058,62.25452593,-0.066666667,68.18861789,4.423333333,1.074169189,-2,1.058816555,81.60957347,0.666666667,1
"Kyrgyz Republic - 2008",23.46666667,0.3376,35.7,24.72518794,94.45340238,54.9108259,-0.166666667,68.01382114,5.413333333,1.251389456,-1.8,0.992952801,83.48976828,0.366666667,1
"Kyrgyz Republic - 2012",27.16666667,2.8544,27.76666667,40.53406525,95.71398337,52.75424404,-0.066666667,69.63495935,6.706666667,1.45575409,-1.733333333,1.358330572,85.33098613,0.366666667,1
"Kyrgyz Republic - 2016",27.03333333,-2.251,22.33333333,31.66456922,96.5393271,55.89127736,-0.3,70.66829268,5.322891636,1.708987302,-1.166666667,2.034119429,87.07898806,-0.666666667,1
"Lao PDR - 2004",29.74133333,-1.0454,94.16666667,3.914188782,37.3013283,82.85640602,-0.274333333,60.50133333,1.32,0.22325162,-4.033333333,1.52140322,53.40943325,-0.572666667,1
"Lao PDR - 2008",28.106,-0.988466667,78.6,4.628743172,48.51720562,73.54836852,-0.21,62.728,1.162653253,0.327599756,-3.7,1.666938255,61.98394112,-0.354,1
"Lao PDR - 2012",26.402,-0.8746,64.86666667,6.461362203,59.06485821,65.30234952,-0.164333333,64.79,1.462426638,0.527594699,-3.133333333,1.566785156,70.07071614,-0.473,1
"Lao PDR - 2016",24.71266667,-0.4512,53.7,16.78011131,69.3815397,59.91956581,-0.107333333,66.538,2.613163658,1.540870935,-2.5,1.516850366,77.98751692,-0.378333333,1
"Latvia - 2004",9,0.1782,11.9,159.4541041,89.03337965,47.18295377,0.066666667,71.41788618,4.675617057,3.161687911,-0.7,-1.073183994,97.90665366,0.3,1
"Latvia - 2008",10.8,-0.072533333,9.3,454.2450867,89.8061901,46.53543358,-0.2,71.43495935,4.299360192,3.673683685,-0.5,-0.928129336,98.11295508,0.5,1
"Latvia - 2012",9.433333333,-0.574,7.233333333,450.0398966,90.51579752,48.55444472,-0.133333333,73.61219512,4.847309566,3.620818112,-0.566666667,-1.714143748,98.31724375,0.033333333,1
"Latvia - 2016",11.06666667,0.1764,5,484.6273295,91.4173319,52.75464562,0.133333333,74.39512195,4.389621606,3.530739346,-0.5,-0.891418342,98.52336802,0.166666667,1
"Lesotho - 2004",30.827,-0.2118,111.7,18.48506292,15.68846321,74.32445032,0.79,43.942,7.716666667,0.961955352,1.1,-0.491553678,67.49168591,-0.108,1
"Lesotho - 2008",29.88833333,0.000866667,112.0333333,36.02504476,24.07944029,68.98328141,-0.065333333,42.94433333,9.5,1.046496589,-1.866666667,-0.150380234,67.70362957,-0.299666667,1
"Lesotho - 2012",28.79933333,0.4262,96.53333333,63.38789368,31.85930993,64.93190229,-0.681666667,46.241,8.470500171,1.164461823,-1.366666667,0.41379223,68.06189895,-0.242666667,1
"Lesotho - 2016",27.78933333,0.7428,92.96666667,63.66064707,39.05107267,62.04312812,-0.653,50.996,6.791167067,1.180041838,-1.233333333,0.755188849,68.49903729,-0.278666667,1
"Liberia - 2004",41.395,-1.0988,150.4333333,1.558576663,14.44547908,86.15162376,-0.560333333,53.60066667,3.81,0.15859278,-11.86666667,1.990044549,64.76321291,-0.563,1
"Liberia - 2012",36.45866667,-0.4276,98.16666667,6.093521118,16.07607685,86.07719917,-0.313333333,60.13633333,3.66,0.216378829,-2.633333333,3.226310686,69.84115461,-0.594333333,1
"Liberia - 2016",34.30966667,-0.616,91.53333333,7.975637913,16.68696278,82.77121414,-0.266666667,62.26466667,3.66,0.286762238,-2.766666667,2.55510303,71.93991448,-0.479333333,1
"Lithuania - 2004",8.733333333,-0.4306,9.566666667,222.2894338,85.83958853,49.73337811,0.133333333,71.92764228,5.2256172,3.831336467,-0.333333333,-0.912678361,91.00591304,0.133333333,1
"Lithuania - 2008",9.433333333,-0.6532,7.966666667,486.877299,87.96683918,48.04488457,0.133333333,71.25609756,4.410078978,4.572161482,-0.633333333,-1.270936484,92.86304694,0.333333333,1
"Lithuania - 2012",10.03333333,-1.0984,5.633333333,606.9448446,90.08726141,47.54064811,0.033333333,73.56504065,4.631346535,4.510475762,-0.466666667,-1.898869769,94.71491408,0.133333333,1
"Lithuania - 2016",10.63333333,-0.5148,4.866666667,646.0154419,92.26712743,49.88089215,0.433333333,74.50325203,3.871545191,4.467198401,-0.133333333,-1.023758558,96.60382633,0.233333333,1
"Luxembourg - 2004",11.86666667,-0.415,4,3864.118815,97.68846822,49.58077047,0,78.27154472,4.11087969,22.54516096,-0.2,1.228064753,99.99999999,-0.133333333,2
"Luxembourg - 2008",11.53333333,-0.491466667,3.333333333,5794.401693,97.66001465,48.00143628,-0.166666667,79.73658537,4.572639071,23.11853753,-0.166666667,1.642311799,100.0000011,-0.166666667,2
"Luxembourg - 2012",11.26666667,-0.6444,2.966666667,6138.840169,97.63376115,45.69419006,-0.033333333,81.00406504,5.034398452,20.86873591,-0.033333333,2.149869402,99.9957335,-0.333333333,2
"Luxembourg - 2016",10.66666667,-0.3354,2.9,5036.027995,97.61080677,43.71447152,-8.88e-16,82.40243902,5.42272629,16.35130343,0,2.290747291,99.92554831,-0.233333333,2
"Madagascar - 2004",39.21533333,-3.0398,92.63333333,6.610531012,5.488667217,92.1370757,-0.326333333,60.24166667,2.366666667,0.091242801,-4.366666667,3.020046429,38.49984417,-0.677666667,1
"Madagascar - 2008",36.775,-2.976,77.36666667,7.370618025,6.838323651,89.46525084,-0.228333333,62.07933333,2.696666667,0.092331486,-3.333333333,2.888336103,42.70857214,-0.559,1
"Madagascar - 2012",34.76833333,-2.8484,66.06666667,8.483400027,8.259136612,85.22998748,-0.199,63.83466667,2.621666667,0.108977624,-2.433333333,2.762841426,47.25359463,-0.435666667,1
"Madagascar - 2016",33.401,-2.0884,57.9,9.951526642,9.740825685,80.17279485,-0.154666667,65.53433333,2.08,0.149062678,-1.9,2.694464402,51.97949064,-0.272,1
"Malawi - 2004",43.333,-0.2372,131.2,3.870071411,21.75602244,97.48612737,-0.546333333,46.13066667,3.540238095,0.075024088,-13.1,2.444408049,55.79368323,-0.113,1
"Malawi - 2008",42.31266667,-0.8438,99.16666667,4.815749725,23.02797248,96.99080625,-0.98,50.63966667,3.852857143,0.075924097,-4.433333333,2.789171721,59.55236384,-0.457333333,1
"Malawi - 2012",39.37033333,-2.057,78.23333333,6.889007092,24.30019645,95.57016575,-0.854,57.118,4.626634499,0.075272115,-6.666666667,2.864614842,63.27832586,-0.921666667,1
"Malawi - 2016",35.877,-2.3144,53.93333333,8.60574007,25.58239796,91.24050409,-0.413,61.892,5.752999298,0.069606094,-4.066666667,2.757486674,66.98840425,-0.752,1
"Malaysia - 2004",19.327,-0.0526,8.566666667,72.14206441,97.45454076,56.16751248,0.000666667,73.17,5.243333333,6.289016338,-0.333333333,2.020441042,97.28296962,-0.739,1
"Malaysia - 2008",17.63966667,-0.0082,8.1,125.9848913,98.26954199,52.0117957,0.024666667,73.931,3.872905583,7.093935664,0,1.947141784,97.06687735,-0.199333333,1
"Malaysia - 2012",17.19666667,0.0806,8.033333333,182.2166189,99.02284667,48.02194223,0.035666667,74.68433333,5.298431387,7.666137973,-0.066666667,1.564892898,96.90378074,-0.061333333,1
"Malaysia - 2016",17.01733333,0.053,8.1,204.4455312,99.55739913,45.16006175,0.061,75.45933333,4.822425301,7.991386225,0.1,1.347767618,96.75577169,-0.053666667,1
"Maldives - 2004",19.571,-1.349,28.13333333,79.28794352,79.36339457,64.08085515,-0.135,72.38033333,4.20209122,1.945105553,-2.366666667,2.786115682,94.02675009,-0.252,1
"Maldives - 2008",19.76033333,-1.201933333,17.56666667,260.4090017,86.15890588,49.54377014,-0.069666667,74.61066667,5.391838894,2.367974922,-1.633333333,2.398403968,95.85754536,0.131333333,1
"Maldives - 2012",19.11866667,-0.9078,13.03333333,301.8875732,92.75775973,40.3000542,-0.086666667,76.28733333,4.686428493,2.64876049,-0.866666667,3.897939311,97.53523143,-0.466333333,1
"Maldives - 2016",16.42066667,-0.5972,10.13333333,606.6076253,98.63433626,33.6692198,-0.097,77.688,4.303019803,2.97540781,-0.666666667,4.48959351,99.04381209,-0.779333333,1
"Mali - 2004",48.698,-0.1588,168.2666667,5.421361764,19.61268134,99.42443096,-0.662666667,50.379,3.173333333,0.072505182,-6.233333333,3.097090463,53.99565334,-0.069,1
"Mali - 2008",47.826,-0.543466667,145.3666667,5.579817772,24.64615431,100.3764651,-0.560333333,53.52833333,3.516666667,0.095814921,-5.333333333,3.320223841,61.05643822,-0.365,1
"Mali - 2012",45.759,-1.3128,125.6333333,4.297032515,30.19450622,101.6060958,-0.384,55.69566667,4.18,0.138145096,-4.666666667,3.051928514,68.04283901,-0.62,1
"Mali - 2016",43.23566667,-1.9556,108.6333333,7.950334708,36.19208751,101.8810801,-0.348666667,57.51066667,3.735566598,0.178232588,-3.866666667,2.937736345,74.89349435,-0.607333333,1
"Malta - 2004",9.933333333,-0.486,7,728.6877645,99.99604173,46.18416054,0.066666667,78.84634146,4.34,6.23288903,-0.1,0.69162257,100.0000009,0.033333333,1
"Malta - 2008",9.466666667,-0.640266667,6.8,1070.039653,99.98466823,44.10043891,-0.1,79.62276423,5.783333333,6.434153998,0,0.454582497,99.99999736,0.166666667,3
"Malta - 2012",9.733333333,-0.9488,6.833333333,1209.641276,99.9732494,45.014249,0.433333333,80.96341463,7.213333333,6.226421412,0.033333333,0.604697636,100.0000032,0.333333333,3
"Malta - 2016",9.7,-0.0816,7.033333333,1447.412272,99.96175744,49.32690404,0,82.13252033,5.47231937,3.996623812,0.033333333,2.223921737,99.99999971,0.1,3
"Mauritania - 2004",37.65866667,-1.5994,111.0333333,5.471774101,20.81880647,85.15011292,-0.072666667,61.02666667,2.39,0.498306138,-0.766666667,2.800438634,45.42129414,-0.165333333,1
"Mauritania - 2008",37.003,-1.518866667,104.1666667,10.60526689,26.71144834,81.85314121,-0.12,61.781,2.66,0.560216961,-2.433333333,2.871240283,52.40332807,-0.158,1
"Mauritania - 2012",36.274,-1.3578,93.7,13.60645739,34.53229012,79.40010249,-0.140666667,62.80166667,3.016666667,0.673288567,-2.9,2.942252773,59.60338788,-0.228,1
"Mauritania - 2016",34.98033333,-1.5936,82.83333333,19.6813647,43.52409063,77.47345736,-0.142666667,63.93266667,2.93,0.706415453,-2.666666667,2.892334882,66.9749269,-0.400666667,1
"Mauritius - 2004",16.06666667,-0.3224,16.1,86.70880381,91.31113919,46.18372649,0.033333333,72.12130081,3.331666667,2.483658522,-0.5,0.681668628,99.41338021,-0.533333333,1
"Mauritius - 2008",13.73333333,-0.647533333,15.16666667,102.0041275,92.97277525,44.27994497,-0.233333333,72.52455285,3.153333333,2.982603718,-0.233333333,0.427853591,99.59321952,-0.566666667,1
"Mauritius - 2012",11.73333333,-1.2978,14.7,167.3802643,94.65734948,41.5881496,0.033333333,73.36585366,3.283333333,3.140456723,0.2,0.225116046,99.77506274,-0.266666667,1
"Mauritius - 2016",10.36666667,-0.5292,14.6,238.9002736,95.50613883,41.51291402,0.133333333,74.31414634,4.77,3.372591313,-0.2,0.127405897,99.86648844,-0.233333333,1
"Mexico - 2004",22.58366667,-1.169,24.73333333,171.9990946,78.19869126,61.66859823,0.018666667,75.09433333,4.81,4.189398067,-1.066666667,1.372755704,91.19604689,-0.425333333,1
"Mexico - 2008",20.98366667,-1.067666667,21.23333333,235.9814911,82.06743786,58.11733426,0.094333333,75.24833333,4.72,4.436110358,-0.766666667,1.47921373,93.99817894,-0.359333333,1
"Mexico - 2012",19.76533333,-0.865,18.5,283.9209595,85.80042151,54.6536122,0.102666667,75.014,5.021989384,4.162946739,-0.6,1.396074441,96.29183065,-0.276666667,1
"Mexico - 2016",18.57,-1.121,16.2,284.0167389,89.41504065,52.37810837,0.091333333,74.90966667,5.077932168,3.969223839,-0.5,1.240701806,98.3741193,-0.322,1
"Micronesia, Fed. Sts. - 2008",25.23866667,-1.636266667,43.4,65.62217712,54.27983799,69.73404964,-0.061333333,65.899,23.62883,1.158278379,-1.4,-0.822278332,83.42102775,-0.508333333,1
"Micronesia, Fed. Sts. - 2012",23.885,-1.374,38.16666667,79.38864136,71.29458477,62.11483171,-0.156666667,66.64466667,23.62883,1.108348437,-1.233333333,0.491941523,80.99375339,-0.213,1
"Micronesia, Fed. Sts. - 2016",23.21566667,-0.9264,33.66666667,102.453097,86.89143598,56.91437695,-0.049,67.31266667,23.62883,1.291219179,-1.133333333,1.32307555,78.76875188,-0.149333333,1
"Moldova - 2004",10.354,-0.7582,23.2,24.02417946,75.35269819,43.39039618,0.063666667,67.516,5.576205325,1.473638186,-2.3,-0.253539678,84.08138903,-0.14,1
"Moldova - 2008",10.69733333,-0.5986,18.16666667,69.32554881,75.30355818,38.06920054,-0.002333333,68.33166667,6.39,1.676184578,-0.533333333,-0.233342828,85.41272764,0.187333333,1
"Moldova - 2012",11.03166667,-0.2794,16.8,99.92891947,75.10571519,35.87593369,-0.140333333,70.10533333,7.363333333,1.733762541,-0.3,-0.056931849,86.86264956,-0.030333333,1
"Moldova - 2016",10.60433333,-0.6704,15.6,94.10045115,75.35407419,35.03745459,0.026,71.454,5.475934888,1.764834292,-0.3,-0.665668685,88.31905842,-0.154666667,1
"Mongolia - 2004",19.25033333,-0.4686,51.86666667,19.86159579,49.99166391,53.63807441,-0.125666667,64.226,5.495,3.357294207,-4.233333333,1.041627038,66.42035451,0.281333333,1
"Mongolia - 2012",25.253,1.4752,27.93333333,82.48805745,56.05395805,45.11569858,-0.089333333,67.805,4.719743856,8.419732908,-2.266666667,1.830087489,77.77369686,0.588,1
"Mongolia - 2016",25.77566667,0.8824,20.3,96.83694712,57.98190189,48.73796335,-0.007666667,69.09833333,4.846311228,8.714973446,-1.6,1.960400512,81.79091679,-0.277333333,1
"Morocco - 2004",21.54033333,-0.6558,43.26666667,21.57156944,70.05649815,59.50207468,-0.136666667,70.41166667,5.4,1.332693318,-1.933333333,1.112930549,66.41883017,-0.186666667,1
"Morocco - 2008",21.10466667,-0.376866667,36.3,52.86958313,76.4103318,55.54933213,-0.114333333,72.986,5.2,1.609988511,-1.6,1.162895399,72.64820898,-0.018333333,1
"Morocco - 2012",21.18766667,0.181,30.4,70.63815308,82.64823824,52.51205175,-0.023333333,74.68266667,5.2,1.747605767,-1.4,1.343121857,78.95429924,-0.022333333,1
"Morocco - 2016",20.28733333,-0.5168,25.33333333,65.1746788,87.53830874,51.84336158,-0.024333333,75.72566667,5.2,1.75446053,-1.166666667,1.366220905,85.11844339,-0.396666667,1
"Mozambique - 2004",44.043,-2.0752,144.9666667,8.056390127,13.37296793,93.22386934,-0.333333333,49.88066667,3.438,0.093445507,-7.233333333,2.95421112,25.39326475,-0.332,1
"Mozambique - 2008",42.23266667,-2.162333333,119.5666667,8.866832415,17.44739955,94.85764206,-0.346,50.95566667,4.185,0.100019712,-6.633333333,2.780270662,33.51969922,-0.518333333,1
"Mozambique - 2012",40.26166667,-2.3366,100.5333333,4.351982673,22.03875245,95.07547695,-0.520333333,53.09466667,4.845,0.12500955,-4.366666667,2.74869058,42.27805146,-0.453333333,1
"Mozambique - 2016",38.612,-2.1038,85.5,8.925351779,26.87342716,93.48642511,-0.589333333,57.19233333,5.38,0.282047431,-3.8,2.835183257,51.2006246,-0.381,1
"Myanmar - 2004",23.69333333,-0.7918,81.8,0.602773587,69.72149258,56.9153461,-0.082,60.98933333,0.63674961,0.21785441,-2.5,0.932217582,52.51363593,-0.395666667,1
"Myanmar - 2008",21.54233333,-0.748066667,78.23333333,0.795846184,68.17124209,55.05325016,-0.114,62.30333333,0.640995319,0.238874327,4.133333333,0.660567936,61.36345718,-0.617666667,1
"Myanmar - 2012",19.324,-0.6606,60.76666667,2.902956009,66.62599157,52.6305829,-0.130666667,63.987,0.739286783,0.263632877,-2.633333333,0.762892821,70.81640988,-0.458,1
"Myanmar - 2016",18.05533333,-0.2634,51.8,11.54235331,65.08914952,49.27737023,-0.073666667,65.79766667,1.410539696,0.404184171,-1.9,0.758088863,79.67994543,-0.208666667,1
"Namibia - 2004",29.46033333,-0.1794,74,127.7465846,29.26167255,78.76494414,0.212333333,50.68366667,6.8,0.992067825,-0.3,1.502328846,77.62724335,-0.249666667,1
"Namibia - 2008",29.77266667,-0.258,60.7,175.0544535,30.96235116,73.57105656,-0.457666667,52.673,7.68,1.329227571,-4.9,1.759684412,79.07792124,0.264666667,1
"Namibia - 2012",30.489,-0.4152,50.76666667,219.5842946,32.50664469,70.54002463,-0.673333333,58.04566667,6.977452807,1.439621793,1.066666667,1.773798178,80.49392841,0.041,1
"Namibia - 2016",29.87666667,-3.071,47.4,196.4679769,33.89645211,68.51030796,-0.308666667,62.05633333,2.889811226,1.720586189,-0.7,1.808561683,81.88190337,-0.315333333,1
"Nepal - 2004",28.126,-3.1944,68.3,2.082310518,22.31797577,78.90639032,-0.219666667,64.15466667,2.450666667,0.108173393,-3.9,1.43658222,81.69672944,-1.11,1
"Nepal - 2008",24.46566667,-2.984866667,54.73333333,3.388485352,32.59754585,74.28348862,-0.117333333,66.25333333,3.208,0.108578472,-2.966666667,1.172997798,83.85046843,-0.730333333,1
"Nepal - 2012",22.27766667,-2.5658,44.26666667,5.814891656,43.75186386,69.26230836,-0.072666667,68.02166667,3.220318704,0.202935089,-2.333333333,0.131576553,85.91100006,-0.414333333,1
"Nepal - 2016",20.84633333,-2.1896,36.23333333,7.671206951,55.75763325,63.25385107,-0.052333333,69.51033333,3.306592554,0.287965546,-1.666666667,0.422339968,87.87099837,-0.333666667,1
"Netherlands - 2004",12.23333333,-0.3684,5.7,2190.024373,97.9718194,47.74550329,-0.166666667,78.62682927,4.308154615,11.30697409,-0.2,0.485860492,100.0000005,-0.266666667,3
"Netherlands - 2008",11.2,-0.302,4.9,3225.757487,97.87087023,48.42453023,-0.1,80.01544715,4.344502653,10.88538672,-0.2,0.255809244,99.99999951,-0.1,2
"Netherlands - 2012",10.8,-0.1692,4.3,3585.733805,97.7906575,49.8322005,0.033333333,81.00406504,5.008034148,10.64429914,-0.1,0.449802306,100.0000007,-0.3,2
"Netherlands - 2016",10.2,-0.132,4.033333333,3302.457438,97.73547406,53.0690178,0.266666667,81.59268293,4.836150057,10.07479926,-0.066666667,0.445075714,99.99999976,-0.2,2
"New Zealand - 2004",13.93666667,0.676,6.866666667,1226.107056,99.99999848,51.44057013,-0.1,79.1804878,6.76,8.441618182,-0.133333333,1.732317497,99.99999848,0.266666667,3
"New Zealand - 2008",14.79666667,-0.027466667,6.4,2040.646159,99.99999952,50.35015124,0.033333333,80.18373984,6.086666667,7.995208077,-0.1,1.000031317,99.99999952,0.656666667,3
"New Zealand - 2012",14.18333333,-1.4344,6,2787.504395,100.0000005,51.00878229,0.206666667,80.92113821,7.123333333,7.408270068,-0.1,0.807475549,100.0000005,-0.496666667,2
"New Zealand - 2016",12.86666667,-0.7318,5.466666667,2892.41097,100,52.93028621,-0.083333333,81.49138211,7.37,7.534077503,-0.133333333,1.832913832,100,0.186666667,2
"Nicaragua - 2004",25.65133333,-2.0788,32.93333333,24.43326314,61.36701026,71.00192568,-0.038666667,70.627,2.49,0.81070686,-1.666666667,1.392925222,81.20954336,-0.388666667,1
"Nicaragua - 2008",24.39666667,-1.9448,27.23333333,40.06881714,65.37949487,64.70681624,-0.005333333,71.67466667,3.41,0.804983083,-1.266666667,1.373262735,81.25237612,-0.273333333,1
"Nicaragua - 2012",23.24366667,-1.6768,22.93333333,57.57322439,69.39590541,59.76873248,-0.012666667,72.69033333,4.1,0.792667662,-0.966666667,1.347380727,81.35232632,-0.314333333,1
"Nicaragua - 2016",21.85266667,-1.7908,19.46666667,98.0534846,73.39213079,56.32820346,0.004333333,73.646,4.1,0.835191494,-0.833333333,1.302185319,81.47409029,-0.378333333,1
"Niger - 2004",52.56166667,-1.1862,193.1666667,2.984393676,6.908734797,105.5172712,-0.591666667,51.958,2.6075,0.059830714,-11.43333333,3.687306415,38.5453904,-0.353333333,1
"Niger - 2008",51.02733333,-1.382466667,149.4,6.709185441,9.095211625,109.0281197,-0.605333333,54.97066667,3.029647913,0.050443508,-10.1,3.759060725,42.14053989,-0.400666667,1
"Niger - 2012",49.36833333,-1.775,115.1666667,6.095151107,11.02041672,111.3050623,-0.503,58.068,3.643333333,0.08272245,-7.033333333,3.873069834,45.52439684,-0.433666667,1
"Niger - 2016",47.50233333,-2.841,94.23333333,6.043059349,12.74885668,111.6880967,-0.352333333,60.61266667,4.830310751,0.101710354,-4.266666667,3.880516747,48.71963465,-0.485666667,1
"North Macedonia - 2004",12.12666667,-0.6048,14.23333333,114.0493698,85.12474255,46.61181285,0.132666667,73.77166667,3.268428779,5.428327339,-0.266666667,0.230998992,99.30645342,-0.279333333,1
"North Macedonia - 2008",11.24433333,-0.581733333,12.46666667,168.7682749,89.05330089,43.94461052,0.14,74.198,3.268428779,4.815519559,-0.833333333,0.113706604,97.79395211,-0.134666667,1
"North Macedonia - 2012",11.15666667,-0.5356,10.2,194.843633,94.54601252,41.47963571,0.053333333,74.84233333,3.268428779,4.298336266,0.1,0.084296435,94.71824336,0.042666667,1
"North Macedonia - 2016",11.152,-0.4592,12.5,209.1647441,98.13885168,41.670927,0.073666667,75.401,3.268428779,3.477267328,0,0.075025476,93.16142476,-0.063,1
"Norway - 2004",12.33333333,-0.2128,4.4,3769.54126,98.06878487,53.28704478,-0.433333333,79.40650407,6.763333333,9.190812411,-0.2,0.572251479,100.0000009,0.133333333,2
